timestamp,robot_id,x,y,angle,qx,qy,qz,qw,detected
1773079201.004359,8,1.508793,0.052465,-46.9055,0.0,0.0,-0.397993,0.917389,1
1773079201.004359,9,1.629382,0.458409,-52.9416,0.0,0.0,-0.445741,0.895162,1
1773079201.004359,10,0.682550,0.002064,172.3864,0.0,0.0,0.997794,0.066393,1
1773079201.004359,7,0.335278,0.090680,-107.4423,0.0,0.0,-0.806147,0.591715,1
1773079201.261469,8,1.508745,0.052525,-46.7830,0.0,0.0,-0.397011,0.917814,1
1773079201.261469,9,1.629411,0.458430,-52.9842,0.0,0.0,-0.446074,0.894996,1
1773079201.261469,10,0.682519,0.002054,172.3593,0.0,0.0,0.997778,0.066628,1
1773079201.261469,7,0.335234,0.090722,-107.4806,0.0,0.0,-0.806345,0.591446,1
1773079201.415178,8,1.508729,0.052464,-46.9212,0.0,0.0,-0.398118,0.917334,1
1773079201.415178,9,1.629404,0.458406,-52.9172,0.0,0.0,-0.445551,0.895257,1
1773079201.415178,10,0.682562,0.002095,172.5115,0.0,0.0,0.997865,0.065303,1
1773079201.415178,7,0.335264,0.090734,-107.6454,0.0,0.0,-0.807194,0.590286,1
1773079201.526032,8,1.508811,0.052460,-46.8476,0.0,0.0,-0.397529,0.917589,1
1773079201.526032,9,1.629410,0.458347,-53.1058,0.0,0.0,-0.447024,0.894522,1
1773079201.526032,10,0.682555,0.002058,172.3343,0.0,0.0,0.997763,0.066846,1
1773079201.526032,7,0.335254,0.090708,-107.4825,0.0,0.0,-0.806354,0.591433,1
1773079201.631667,8,1.508739,0.052439,-46.8706,0.0,0.0,-0.397713,0.917510,1
1773079201.631667,9,1.629404,0.458393,-52.9028,0.0,0.0,-0.445439,0.895312,1
1773079201.631667,10,0.682537,0.002035,172.3375,0.0,0.0,0.997765,0.066818,1
1773079201.631667,7,0.335239,0.090699,-107.5943,0.0,0.0,-0.806931,0.590646,1
1773079201.746276,8,1.508744,0.052524,-46.8243,0.0,0.0,-0.397343,0.917670,1
1773079201.746276,9,1.629468,0.458434,-52.9638,0.0,0.0,-0.445915,0.895075,1
1773079201.746276,10,0.682545,0.002054,172.2942,0.0,0.0,0.997740,0.067196,1
1773079201.746276,7,0.335269,0.090733,-107.4589,0.0,0.0,-0.806232,0.591599,1
1773079201.865595,8,1.508746,0.052449,-47.0063,0.0,0.0,-0.398800,0.917038,1
1773079201.865595,9,1.629373,0.458412,-52.8520,0.0,0.0,-0.445042,0.895510,1
1773079201.865595,10,0.682507,0.002039,172.3551,0.0,0.0,0.997775,0.066665,1
1773079201.865595,7,0.335296,0.090678,-107.5325,0.0,0.0,-0.806612,0.591081,1
1773079201.974484,8,1.508785,0.052470,-46.8968,0.0,0.0,-0.397923,0.917419,1
1773079201.974484,9,1.629435,0.458351,-52.9315,0.0,0.0,-0.445663,0.895201,1
1773079201.974484,10,0.682526,0.002078,172.4447,0.0,0.0,0.997827,0.065885,1
1773079201.974484,7,0.335278,0.090753,-107.6931,0.0,0.0,-0.807440,0.589950,1
1773079202.111907,8,1.508769,0.052501,-46.8905,0.0,0.0,-0.397873,0.917441,1
1773079202.111907,9,1.629444,0.458342,-53.0367,0.0,0.0,-0.446484,0.894791,1
1773079202.111907,10,0.682557,0.002047,172.3948,0.0,0.0,0.997798,0.066319,1
1773079202.111907,7,0.335256,0.090699,-107.5383,0.0,0.0,-0.806642,0.591040,1
1773079202.266153,8,1.508744,0.052453,-46.9658,0.0,0.0,-0.398476,0.917179,1
1773079202.266153,9,1.629482,0.458416,-52.9131,0.0,0.0,-0.445519,0.895272,1
1773079202.266153,10,0.682535,0.002064,172.3927,0.0,0.0,0.997797,0.066338,1
1773079202.266153,7,0.335257,0.090721,-107.6401,0.0,0.0,-0.807167,0.590323,1
1773079202.414543,8,1.508793,0.052488,-46.9465,0.0,0.0,-0.398321,0.917246,1
1773079202.414543,9,1.629410,0.458363,-52.9706,0.0,0.0,-0.445968,0.895049,1
1773079202.414543,10,0.682530,0.002041,172.4071,0.0,0.0,0.997806,0.066212,1
1773079202.414543,7,0.335292,0.090709,-107.6183,0.0,0.0,-0.807055,0.590477,1
1773079202.565649,8,1.508635,0.051662,-47.0896,0.0,0.0,-0.399466,0.916748,1
1773079202.565649,9,1.629543,0.457873,-52.9235,0.0,0.0,-0.445600,0.895232,1
1773079202.565649,10,0.682263,0.001148,172.5304,0.0,0.0,0.997876,0.065138,1
1773079202.565649,7,0.334935,0.089944,-107.2932,0.0,0.0,-0.805376,0.592764,1
1773079202.654750,8,,,,,,,,0
1773079202.654750,9,,,,,,,,0
1773079202.654750,10,0.678212,-0.003693,171.9584,0.0,0.0,0.997539,0.070118,1
1773079202.654750,7,,,,,,,,0
1773079202.746141,8,1.508039,0.050347,-46.8822,0.0,0.0,-0.397806,0.917469,1
1773079202.746141,9,1.628818,0.456608,-53.1394,0.0,0.0,-0.447286,0.894391,1
1773079202.746141,10,0.681466,0.000040,172.1819,0.0,0.0,0.997674,0.068173,1
1773079202.746141,7,0.334017,0.088715,-107.5906,0.0,0.0,-0.806912,0.590672,1
1773079202.843436,8,1.508012,0.050339,-46.7211,0.0,0.0,-0.396516,0.918028,1
1773079202.843436,9,1.628920,0.456560,-53.0172,0.0,0.0,-0.446332,0.894867,1
1773079202.843436,10,0.681429,0.000025,172.1054,0.0,0.0,0.997628,0.068839,1
1773079202.843436,7,0.334021,0.088748,-107.5218,0.0,0.0,-0.806557,0.591156,1
1773079202.939764,8,1.508010,0.050326,-46.9869,0.0,0.0,-0.398644,0.917106,1
1773079202.939764,9,,,,,,,,0
1773079202.939764,10,0.681473,-0.000027,172.2112,0.0,0.0,0.997691,0.067918,1
1773079202.939764,7,0.334039,0.088726,-107.5154,0.0,0.0,-0.806524,0.591201,1
1773079203.035290,8,1.508069,0.050426,-46.8335,0.0,0.0,-0.397416,0.917639,1
1773079203.035290,9,1.628861,0.456675,-52.9770,0.0,0.0,-0.446018,0.895024,1
1773079203.035290,10,0.681493,0.000018,172.1317,0.0,0.0,0.997644,0.068610,1
1773079203.035290,7,0.334038,0.088754,-107.4525,0.0,0.0,-0.806200,0.591644,1
1773079203.143719,8,1.507990,0.050367,-47.1144,0.0,0.0,-0.399665,0.916661,1
1773079203.143719,9,1.628877,0.456580,-53.2667,0.0,0.0,-0.448279,0.893894,1
1773079203.143719,10,0.681406,-0.000002,172.0953,0.0,0.0,0.997622,0.068926,1
1773079203.143719,7,0.333974,0.088685,-107.5286,0.0,0.0,-0.806592,0.591109,1
1773079203.292953,8,1.507999,0.050376,-46.6315,0.0,0.0,-0.395798,0.918338,1
1773079203.292953,9,,,,,,,,0
1773079203.292953,10,0.681448,0.000045,172.1438,0.0,0.0,0.997651,0.068504,1
1773079203.292953,7,0.334042,0.088709,-107.2320,0.0,0.0,-0.805060,0.593194,1
1773079203.398254,8,1.508029,0.050386,-46.8359,0.0,0.0,-0.397435,0.917630,1
1773079203.398254,9,,,,,,,,0
1773079203.398254,10,0.681457,0.000064,172.2000,0.0,0.0,0.997684,0.068016,1
1773079203.398254,7,0.333997,0.088741,-107.5435,0.0,0.0,-0.806669,0.591003,1
1773079203.495008,8,1.507986,0.050380,-46.8677,0.0,0.0,-0.397690,0.917520,1
1773079203.495008,9,,,,,,,,0
1773079203.495008,10,0.681455,-0.000007,172.1981,0.0,0.0,0.997683,0.068032,1
1773079203.495008,7,0.334089,0.088769,-107.5111,0.0,0.0,-0.806502,0.591231,1
1773079203.602281,8,1.508033,0.050372,-46.9206,0.0,0.0,-0.398114,0.917336,1
1773079203.602281,9,,,,,,,,0
1773079203.602281,10,0.681481,0.000004,172.2844,0.0,0.0,0.997734,0.067280,1
1773079203.602281,7,0.334078,0.088782,-107.4317,0.0,0.0,-0.806092,0.591790,1
1773079203.722552,8,1.508001,0.050411,-46.8201,0.0,0.0,-0.397309,0.917685,1
1773079203.722552,9,1.628801,0.456596,-53.0036,0.0,0.0,-0.446226,0.894920,1
1773079203.722552,10,0.681474,0.000058,172.0671,0.0,0.0,0.997605,0.069172,1
1773079203.722552,7,0.334037,0.088740,-107.5507,0.0,0.0,-0.806706,0.590953,1
1773079203.798572,8,1.508014,0.050373,-46.7893,0.0,0.0,-0.397062,0.917792,1
1773079203.798572,9,1.628866,0.456570,-53.0452,0.0,0.0,-0.446550,0.894758,1
1773079203.798572,10,0.681443,0.000065,172.0854,0.0,0.0,0.997616,0.069013,1
1773079203.798572,7,0.334041,0.088714,-107.5984,0.0,0.0,-0.806952,0.590617,1
1773079203.889169,8,1.507991,0.050370,-46.8474,0.0,0.0,-0.397527,0.917590,1
1773079203.889169,9,1.628804,0.456697,-53.0152,0.0,0.0,-0.446316,0.894875,1
1773079203.889169,10,0.681490,0.000031,172.1284,0.0,0.0,0.997642,0.068638,1
1773079203.889169,7,0.334058,0.088759,-107.5134,0.0,0.0,-0.806514,0.591215,1
1773079203.990163,8,1.508010,0.050373,-46.7534,0.0,0.0,-0.396774,0.917916,1
1773079203.990163,9,1.628890,0.456638,-53.0760,0.0,0.0,-0.446791,0.894638,1
1773079203.990163,10,0.681473,0.000077,172.0326,0.0,0.0,0.997584,0.069472,1
1773079203.990163,7,0.334028,0.088773,-107.3434,0.0,0.0,-0.805636,0.592411,1
1773079204.092125,8,1.508036,0.050380,-46.8494,0.0,0.0,-0.397543,0.917583,1
1773079204.092125,9,,,,,,,,0
1773079204.092125,10,0.681437,0.000035,172.1783,0.0,0.0,0.997671,0.068204,1
