timestamp,robot_id,x,y,angle,qx,qy,qz,qw,detected
1773074791.027577,10,1.544862,0.426535,-137.0122,0.0,0.0,-0.930457,0.366402,1
1773074791.027577,9,1.513460,0.089871,-85.2940,0.0,0.0,-0.677479,0.735542,1
1773074791.027577,8,1.706800,0.225616,-73.5699,0.0,0.0,-0.598813,0.800889,1
1773074791.027577,7,0.719978,0.133222,-54.3553,0.0,0.0,-0.456751,0.889595,1
1773074791.183479,10,1.544896,0.426526,-136.9891,0.0,0.0,-0.930383,0.366589,1
1773074791.183479,8,1.706801,0.225689,-73.7000,0.0,0.0,-0.599722,0.800208,1
1773074791.183479,9,1.513381,0.089942,-85.2568,0.0,0.0,-0.677241,0.735761,1
1773074791.183479,7,0.719954,0.133253,-54.3410,0.0,0.0,-0.456640,0.889652,1
1773074791.302298,7,0.719991,0.133193,-54.3861,0.0,0.0,-0.456990,0.889472,1
1773074791.302298,10,1.544803,0.426467,-137.0253,0.0,0.0,-0.930498,0.366296,1
1773074791.302298,9,1.513416,0.089887,-85.2346,0.0,0.0,-0.677098,0.735893,1
1773074791.302298,8,1.706885,0.225697,-73.5123,0.0,0.0,-0.598410,0.801190,1
1773074791.414717,7,0.719963,0.133203,-54.3694,0.0,0.0,-0.456861,0.889538,1
1773074791.414717,10,1.544894,0.426533,-136.9707,0.0,0.0,-0.930324,0.366739,1
1773074791.414717,9,1.513398,0.089885,-85.2767,0.0,0.0,-0.677369,0.735644,1
1773074791.414717,8,1.706870,0.225705,-73.6923,0.0,0.0,-0.599668,0.800249,1
1773074791.516113,10,1.544864,0.426510,-137.0075,0.0,0.0,-0.930441,0.366441,1
1773074791.516113,9,1.513390,0.089942,-85.3584,0.0,0.0,-0.677893,0.735161,1
1773074791.516113,8,1.706809,0.225710,-73.6594,0.0,0.0,-0.599439,0.800421,1
1773074791.516113,7,0.719979,0.133202,-54.3408,0.0,0.0,-0.456639,0.889652,1
1773074791.639133,10,1.544861,0.426559,-136.8893,0.0,0.0,-0.930063,0.367400,1
1773074791.639133,9,1.513420,0.089919,-85.3593,0.0,0.0,-0.677898,0.735156,1
1773074791.639133,7,0.719969,0.133214,-54.3260,0.0,0.0,-0.456524,0.889711,1
1773074791.639133,8,1.706754,0.225648,-73.6914,0.0,0.0,-0.599662,0.800253,1
1773074791.738417,10,1.544872,0.426442,-137.0132,0.0,0.0,-0.930460,0.366394,1
